category_codes,category_codes_des,block_codes,block_codes_des,chapter_codes,chapter_codes_des
V54,Other orthopedic aftercare,V50-V59,Persons Encountering Health Services For Specific Procedures And Aftercare,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V55,Attention to artificial openings,V50-V59,Persons Encountering Health Services For Specific Procedures And Aftercare,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V56,Encounter for dialysis and dialysis catheter care,V50-V59,Persons Encountering Health Services For Specific Procedures And Aftercare,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V57,Care involving use of rehabilitation procedures,V50-V59,Persons Encountering Health Services For Specific Procedures And Aftercare,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V58,Encounter for other and unspecified procedures and aftercare,V50-V59,Persons Encountering Health Services For Specific Procedures And Aftercare,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V59,Donors,V50-V59,Persons Encountering Health Services For Specific Procedures And Aftercare,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V60,Housing household and economic circumstances,V60-V69,Persons Encountering Health Services In Other Circumstances,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V61,Other family circumstances,V60-V69,Persons Encountering Health Services In Other Circumstances,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V62,Other psychosocial circumstances,V60-V69,Persons Encountering Health Services In Other Circumstances,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V63,Unavailability of other medical facilities for care,V60-V69,Persons Encountering Health Services In Other Circumstances,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V64,Persons encountering health services for specific procedures not carried out,V60-V69,Persons Encountering Health Services In Other Circumstances,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V65,Other persons seeking consultation,V60-V69,Persons Encountering Health Services In Other Circumstances,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V66,Convalescence and palliative care,V60-V69,Persons Encountering Health Services In Other Circumstances,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V67,Follow-up examination,V60-V69,Persons Encountering Health Services In Other Circumstances,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V68,Encounters for administrative purposes,V60-V69,Persons Encountering Health Services In Other Circumstances,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V69,Problems related to lifestyle,V60-V69,Persons Encountering Health Services In Other Circumstances,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V70,General medical examination,V70-V82,Persons Without Reported Diagnosis Encountered During Examination And Investigation Of Individuals And Populations,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V71,Observation and evaluation for suspected conditions not found,V70-V82,Persons Without Reported Diagnosis Encountered During Examination And Investigation Of Individuals And Populations,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V72,Special investigations and examinations,V70-V82,Persons Without Reported Diagnosis Encountered During Examination And Investigation Of Individuals And Populations,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V73,Special screening examination for viral and chlamydial diseases,V70-V82,Persons Without Reported Diagnosis Encountered During Examination And Investigation Of Individuals And Populations,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V74,Special screening examination for bacterial and spirochetal diseases,V70-V82,Persons Without Reported Diagnosis Encountered During Examination And Investigation Of Individuals And Populations,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V75,Special screening examination for other infectious diseases,V70-V82,Persons Without Reported Diagnosis Encountered During Examination And Investigation Of Individuals And Populations,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V76,Special screening for malignant neoplasms,V70-V82,Persons Without Reported Diagnosis Encountered During Examination And Investigation Of Individuals And Populations,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V77,Special screening for endocrine nutritional metabolic and immunity disorders,V70-V82,Persons Without Reported Diagnosis Encountered During Examination And Investigation Of Individuals And Populations,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V78,Special screening for disorders of blood and blood-forming organs,V70-V82,Persons Without Reported Diagnosis Encountered During Examination And Investigation Of Individuals And Populations,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V79,Special screening for mental disorders and developmental handicaps,V70-V82,Persons Without Reported Diagnosis Encountered During Examination And Investigation Of Individuals And Populations,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V80,Special screening for neurological eye and ear diseases,V70-V82,Persons Without Reported Diagnosis Encountered During Examination And Investigation Of Individuals And Populations,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V81,Special screening for cardiovascular respiratory and genitourinary diseases,V70-V82,Persons Without Reported Diagnosis Encountered During Examination And Investigation Of Individuals And Populations,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V82,Special screening for other conditions,V70-V82,Persons Without Reported Diagnosis Encountered During Examination And Investigation Of Individuals And Populations,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V83,Genetic carrier status,V83-V84,Genetics,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V84,Genetic susceptibility to disease,V83-V84,Genetics,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V85,Body mass index (bmi),V85-V85,Body Mass Index,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V86,Estrogen receptor status,V86-V86,Estrogen Receptor Status,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V87,Other specified personal exposures and history presenting hazards to health,V87-V87,Other Specified Personal Exposures And History Presenting Hazards To Health,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V88,Acquired absence of other organs and tissue,V88-V88,Acquired Absence Of Other Organs And Tissue,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V89,Other suspected conditions not found,V89-V89,Other Suspected Conditions Not Found,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V90,Retained foreign body,V90-V90,Retained Foreign Body,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V91,Multiple gestation placenta status,V91-V91,Multiple Gestation Placenta Status,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
